idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
90500;12063;3;7/14/2019;Cambio de idea o insatisfacción personal;Reembolso
25634;13074;3;7/15/2019;Producto o tamaño incorrecto;Reembolso
12781;12179;6;7/16/2019;Producto dañado o defectuoso;Crédito de la tienda
33690;6267;4;7/16/2019;Producto o tamaño incorrecto;Crédito de la tienda
90491;262;3;7/16/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
62743;12689;2;7/17/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
83553;10561;2;7/17/2019;Cambio de idea o insatisfacción personal;Reembolso
18384;4725;3;7/18/2019;Producto o tamaño incorrecto;Intercambio por variante
37994;1620;2;7/18/2019;Producto o tamaño incorrecto;Intercambio por variante
69709;10545;1;7/18/2019;Producto o tamaño incorrecto;Intercambio por variante
90683;9847;3;7/18/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
92470;10791;1;7/18/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
92638;13674;1;7/18/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
26366;7120;1;7/19/2019;Cambio de idea o insatisfacción personal;Reembolso
69755;11510;7;7/19/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
70901;12227;6;7/19/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
77840;1856;6;7/19/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
5220;13157;4;7/20/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
50412;58;1;7/20/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
71299;13471;1;7/20/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
26746;8163;12;7/21/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
43683;2371;7;7/21/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
52999;10302;1;7/22/2019;Producto dañado o defectuoso;Crédito de la tienda
67909;13003;3;7/22/2019;Cambio de idea o insatisfacción personal;Reembolso
8875;7054;3;7/23/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
26815;3037;8;7/23/2019;Producto dañado o defectuoso;Reembolso
86850;3937;1;7/23/2019;Producto dañado o defectuoso;Reembolso
96661;5966;3;7/23/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
22235;10623;5;7/24/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
29630;9392;2;7/24/2019;Producto o tamaño incorrecto;Intercambio por variante
37173;9949;4;7/24/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
15979;7664;3;7/25/2019;Producto o tamaño incorrecto;Crédito de la tienda
22235;10595;1;7/25/2019;Cambio de idea o insatisfacción personal;Reembolso
23333;10978;2;7/25/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
61293;6526;1;7/25/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
61774;10468;1;7/25/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
80322;446;2;7/25/2019;Producto dañado o defectuoso;Intercambio por variante
1796;8017;1;7/26/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
24235;7435;1;7/26/2019;Producto o tamaño incorrecto;Crédito de la tienda
35075;2793;5;7/26/2019;Producto dañado o defectuoso;Crédito de la tienda
70306;5782;2;7/26/2019;Producto o tamaño incorrecto;Crédito de la tienda
95834;1293;6;7/26/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
15459;4009;2;7/27/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
31283;3953;2;7/27/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
92638;6933;3;7/27/2019;Producto dañado o defectuoso;Reembolso
95216;260;2;7/28/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
9552;7503;10;7/29/2019;Producto dañado o defectuoso;Intercambio por variante
50719;1239;4;7/29/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
37743;5650;1;7/30/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
37743;13976;8;7/30/2019;Producto o tamaño incorrecto;Crédito de la tienda
35387;316;1;7/31/2019;Producto dañado o defectuoso;Intercambio por variante
40841;3562;3;8/1/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
53978;2477;4;8/1/2019;Producto dañado o defectuoso;Intercambio por variante
86124;7583;3;8/1/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
93507;6141;4;8/1/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
43162;758;5;8/2/2019;Producto dañado o defectuoso;Crédito de la tienda
44822;8125;2;8/2/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
52390;8737;7;8/2/2019;Producto dañado o defectuoso;Reembolso
58784;3436;2;8/2/2019;Cambio de idea o insatisfacción personal;Reembolso
83381;14051;7;8/2/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
95901;4844;1;8/2/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
96090;8644;8;8/2/2019;Producto dañado o defectuoso;Intercambio por variante
12322;10695;10;8/3/2019;Producto dañado o defectuoso;Crédito de la tienda
40841;4519;9;8/3/2019;Producto dañado o defectuoso;Crédito de la tienda
27409;12579;2;8/4/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
75663;528;3;8/4/2019;Producto o tamaño incorrecto;Crédito de la tienda
26366;8057;1;8/5/2019;Producto o tamaño incorrecto;Reembolso
50447;7651;1;8/6/2019;Cambio de idea o insatisfacción personal;Reembolso
94019;6005;2;8/6/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
98730;11714;2;8/6/2019;Producto dañado o defectuoso;Reembolso
74350;3657;1;8/7/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
7079;4625;8;8/8/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
76448;4516;4;8/8/2019;Producto o tamaño incorrecto;Reembolso
92321;6555;3;8/8/2019;Producto o tamaño incorrecto;Intercambio por variante
65231;13301;2;8/9/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
88630;6171;3;8/9/2019;Producto o tamaño incorrecto;Reembolso
98007;7396;1;8/9/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
4716;2333;1;8/10/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
85090;11476;1;8/10/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
98757;12618;5;8/10/2019;Producto o tamaño incorrecto;Crédito de la tienda
5333;1874;2;8/11/2019;Producto o tamaño incorrecto;Intercambio por variante
96567;7052;2;8/12/2019;Producto dañado o defectuoso;Crédito de la tienda
25345;472;1;8/13/2019;Producto o tamaño incorrecto;Intercambio por variante
13921;12878;1;8/14/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
49147;7288;1;8/14/2019;Producto o tamaño incorrecto;Reembolso
89597;5736;10;8/14/2019;Producto o tamaño incorrecto;Crédito de la tienda
6546;4154;1;8/15/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
77293;3826;8;8/15/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
81897;11827;4;8/15/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
17475;593;6;8/17/2019;Producto o tamaño incorrecto;Intercambio por variante
1918;598;1;8/19/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
9381;14443;5;8/19/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
45748;13714;11;8/19/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
73431;3309;2;8/20/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
4003;6937;2;8/21/2019;Producto dañado o defectuoso;Reembolso
15965;11713;7;8/21/2019;Cambio de idea o insatisfacción personal;Reembolso
80259;2682;2;8/21/2019;Producto o tamaño incorrecto;Intercambio por variante
8543;1145;2;8/22/2019;Cambio de idea o insatisfacción personal;Reembolso
41248;1631;1;8/22/2019;Cambio de idea o insatisfacción personal;Reembolso
84490;10636;4;8/22/2019;Producto dañado o defectuoso;Reembolso
89424;4409;3;8/22/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
29244;11958;1;8/23/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
60906;7755;2;8/23/2019;Producto dañado o defectuoso;Intercambio por variante
77009;1987;2;8/23/2019;Producto dañado o defectuoso;Reembolso
92515;5110;4;8/23/2019;Producto o tamaño incorrecto;Intercambio por variante
10931;12975;3;8/24/2019;Producto dañado o defectuoso;Reembolso
47212;11706;5;8/24/2019;Producto o tamaño incorrecto;Reembolso
59674;13034;3;8/24/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
60906;11514;2;8/24/2019;Producto dañado o defectuoso;Intercambio por variante
82542;8550;3;8/24/2019;Producto dañado o defectuoso;Reembolso
90640;3150;7;8/24/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
97268;584;2;8/24/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
81590;2963;3;8/25/2019;Producto o tamaño incorrecto;Crédito de la tienda
4003;4107;2;8/26/2019;Producto o tamaño incorrecto;Reembolso
64655;10928;1;8/26/2019;Cambio de idea o insatisfacción personal;Reembolso
90640;6267;1;8/26/2019;Producto o tamaño incorrecto;Reembolso
97997;10377;6;8/26/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
17634;124;2;8/27/2019;Producto o tamaño incorrecto;Crédito de la tienda
32363;14127;2;8/27/2019;Producto dañado o defectuoso;Intercambio por variante
60906;4956;10;8/27/2019;Cambio de idea o insatisfacción personal;Reembolso
64655;4773;2;8/27/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
96264;14297;4;8/28/2019;Producto dañado o defectuoso;Crédito de la tienda
31017;2302;4;8/29/2019;Producto o tamaño incorrecto;Crédito de la tienda
77845;11520;2;8/29/2019;Producto o tamaño incorrecto;Crédito de la tienda
83105;10353;4;8/29/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
90334;13299;4;8/29/2019;Cambio de idea o insatisfacción personal;Reembolso
7270;12742;3;8/30/2019;Producto dañado o defectuoso;Reembolso
10662;6602;9;8/30/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
81638;12466;3;8/30/2019;Producto o tamaño incorrecto;Intercambio por variante
1224;5538;2;8/31/2019;Producto dañado o defectuoso;Crédito de la tienda
69974;13514;1;8/31/2019;Producto dañado o defectuoso;Reembolso
70074;6970;6;8/31/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
12396;14084;4;9/1/2019;Producto o tamaño incorrecto;Reembolso
18069;13782;5;9/1/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
68544;435;2;9/1/2019;Producto dañado o defectuoso;Intercambio por variante
68884;14472;1;9/1/2019;Cambio de idea o insatisfacción personal;Reembolso
88547;13850;1;9/1/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
1918;3592;1;9/2/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
45479;98;1;9/2/2019;Cambio de idea o insatisfacción personal;Reembolso
57628;13865;8;9/2/2019;Producto dañado o defectuoso;Reembolso
34106;8964;3;9/3/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
26712;4401;3;9/4/2019;Producto o tamaño incorrecto;Reembolso
100008;4646;7;9/4/2019;Producto dañado o defectuoso;Crédito de la tienda
47034;2218;8;9/5/2019;Producto o tamaño incorrecto;Crédito de la tienda
54910;12594;4;9/5/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
69458;3181;3;9/5/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
9822;1174;2;9/6/2019;Producto o tamaño incorrecto;Crédito de la tienda
82728;11232;9;9/6/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
90032;3833;2;9/6/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
93958;5839;1;9/6/2019;Producto o tamaño incorrecto;Crédito de la tienda
59019;7616;2;9/7/2019;Producto o tamaño incorrecto;Crédito de la tienda
69284;8603;1;9/7/2019;Producto o tamaño incorrecto;Intercambio por variante
96139;10826;1;9/7/2019;Producto o tamaño incorrecto;Reembolso
26922;8350;5;9/8/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
33087;5409;4;9/8/2019;Producto dañado o defectuoso;Crédito de la tienda
45951;6596;9;9/8/2019;Producto o tamaño incorrecto;Intercambio por variante
67758;949;5;9/9/2019;Producto o tamaño incorrecto;Reembolso
26497;7433;1;9/10/2019;Producto dañado o defectuoso;Crédito de la tienda
39074;9637;1;9/10/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
39823;2122;6;9/10/2019;Producto o tamaño incorrecto;Reembolso
99725;4920;4;9/10/2019;Producto dañado o defectuoso;Intercambio por variante
44836;212;9;9/11/2019;Producto dañado o defectuoso;Intercambio por variante
72886;4353;2;9/11/2019;Cambio de idea o insatisfacción personal;Reembolso
9783;5698;1;9/12/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
33087;8377;2;9/12/2019;Cambio de idea o insatisfacción personal;Reembolso
709;11376;3;9/13/2019;Producto dañado o defectuoso;Intercambio por variante
25333;535;1;9/13/2019;Producto dañado o defectuoso;Intercambio por variante
97098;8869;8;9/13/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
34787;14190;2;9/14/2019;Producto o tamaño incorrecto;Intercambio por variante
59019;85;5;9/14/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
88547;10278;3;9/14/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
32844;13404;1;9/15/2019;Producto o tamaño incorrecto;Intercambio por variante
58317;2705;3;9/15/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
60918;5932;1;9/15/2019;Producto o tamaño incorrecto;Crédito de la tienda
68544;6470;2;9/15/2019;Producto dañado o defectuoso;Crédito de la tienda
84736;11496;9;9/15/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
718;10562;2;9/16/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
41002;11225;5;9/16/2019;Producto o tamaño incorrecto;Crédito de la tienda
71817;5961;2;9/16/2019;Producto dañado o defectuoso;Intercambio por variante
92515;5449;1;9/16/2019;Producto o tamaño incorrecto;Reembolso
5814;5820;3;9/17/2019;Producto o tamaño incorrecto;Intercambio por variante
34106;540;2;9/17/2019;Producto o tamaño incorrecto;Reembolso
38365;11108;2;9/17/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
63287;11128;2;9/17/2019;Producto dañado o defectuoso;Intercambio por variante
97778;12866;3;9/17/2019;Producto o tamaño incorrecto;Reembolso
39887;5028;3;9/18/2019;Producto o tamaño incorrecto;Crédito de la tienda
64961;8165;4;9/18/2019;Producto o tamaño incorrecto;Intercambio por variante
14261;9593;6;9/20/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
36724;3677;5;9/20/2019;Producto o tamaño incorrecto;Crédito de la tienda
44882;6633;3;9/20/2019;Cambio de idea o insatisfacción personal;Reembolso
53365;711;1;9/20/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
61312;3395;10;9/20/2019;Producto o tamaño incorrecto;Intercambio por variante
84416;4804;5;9/20/2019;Producto o tamaño incorrecto;Crédito de la tienda
97247;8616;1;9/21/2019;Producto o tamaño incorrecto;Crédito de la tienda
26015;7527;2;9/22/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
76215;5126;2;9/22/2019;Producto o tamaño incorrecto;Reembolso
8186;4610;1;9/23/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
8363;12222;1;9/23/2019;Producto o tamaño incorrecto;Intercambio por variante
62674;11831;6;9/23/2019;Producto dañado o defectuoso;Crédito de la tienda
97247;11041;2;9/23/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
340;709;4;9/24/2019;Cambio de idea o insatisfacción personal;Reembolso
708;6996;9;9/24/2019;Producto dañado o defectuoso;Reembolso
25361;2377;8;9/24/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
29309;12421;8;9/24/2019;Producto dañado o defectuoso;Reembolso
59479;13726;2;9/24/2019;Producto dañado o defectuoso;Reembolso
83822;548;6;9/24/2019;Producto o tamaño incorrecto;Intercambio por variante
20504;7399;2;9/25/2019;Producto dañado o defectuoso;Intercambio por variante
62045;3946;10;9/25/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
72886;3363;2;9/25/2019;Producto dañado o defectuoso;Intercambio por variante
84416;12569;9;9/25/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
7558;3091;8;9/26/2019;Producto o tamaño incorrecto;Intercambio por variante
74105;8828;5;9/26/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
41345;1733;3;9/27/2019;Producto o tamaño incorrecto;Intercambio por variante
59772;13934;4;9/27/2019;Cambio de idea o insatisfacción personal;Reembolso
32979;3424;2;9/28/2019;Producto dañado o defectuoso;Intercambio por variante
6236;5930;2;9/29/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
10438;11652;3;9/29/2019;Cambio de idea o insatisfacción personal;Reembolso
93453;7595;5;9/30/2019;Producto o tamaño incorrecto;Reembolso
28490;348;1;10/1/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
48517;4772;1;10/1/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
48872;12351;11;10/1/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
64700;14426;7;10/2/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
59772;4678;8;10/3/2019;Producto dañado o defectuoso;Reembolso
79371;211;3;10/3/2019;Producto o tamaño incorrecto;Crédito de la tienda
36997;6366;5;10/4/2019;Producto dañado o defectuoso;Intercambio por variante
43404;11955;1;10/4/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
11149;4224;7;10/5/2019;Producto o tamaño incorrecto;Intercambio por variante
33853;1192;3;10/5/2019;Producto dañado o defectuoso;Crédito de la tienda
1041;12171;7;10/6/2019;Producto o tamaño incorrecto;Crédito de la tienda
5721;6123;2;10/6/2019;Producto dañado o defectuoso;Crédito de la tienda
17331;13356;2;10/6/2019;Producto o tamaño incorrecto;Crédito de la tienda
94529;7763;7;10/6/2019;Producto dañado o defectuoso;Reembolso
15607;3694;6;10/7/2019;Producto dañado o defectuoso;Reembolso
21116;1272;2;10/7/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
22241;6300;1;10/7/2019;Producto o tamaño incorrecto;Intercambio por variante
88043;13767;1;10/7/2019;Producto o tamaño incorrecto;Intercambio por variante
7808;9519;5;10/8/2019;Cambio de idea o insatisfacción personal;Reembolso
7808;5819;4;10/8/2019;Producto dañado o defectuoso;Intercambio por variante
91463;14562;1;10/9/2019;Producto dañado o defectuoso;Crédito de la tienda
25026;825;5;10/10/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
33544;11417;6;10/10/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
47318;9888;6;10/10/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
53687;400;1;10/10/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
13698;6462;5;10/11/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
22230;2870;1;10/11/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
52815;10357;2;10/11/2019;Producto dañado o defectuoso;Intercambio por variante
60076;10965;6;10/11/2019;Producto o tamaño incorrecto;Intercambio por variante
82603;13256;4;10/11/2019;Producto o tamaño incorrecto;Reembolso
67712;5719;4;10/12/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
9710;13881;2;10/13/2019;Producto o tamaño incorrecto;Reembolso
20864;6323;7;10/13/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
44284;13688;6;10/13/2019;Cambio de idea o insatisfacción personal;Reembolso
59337;202;1;10/13/2019;Producto o tamaño incorrecto;Reembolso
62859;2972;2;10/13/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
78091;1288;3;10/13/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
88711;11963;7;10/13/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
94143;12179;4;10/13/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
57756;10646;1;10/14/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
76215;6344;2;10/14/2019;Producto dañado o defectuoso;Intercambio por variante
91463;10167;4;10/14/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
7926;1051;9;10/15/2019;Producto dañado o defectuoso;Intercambio por variante
57756;14482;1;10/15/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
60229;13506;4;10/15/2019;Producto dañado o defectuoso;Reembolso
77701;12778;4;10/15/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
43584;14732;1;10/16/2019;Producto o tamaño incorrecto;Crédito de la tienda
94897;5241;1;10/16/2019;Producto o tamaño incorrecto;Crédito de la tienda
23914;2434;2;10/17/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
36801;10083;2;10/17/2019;Producto o tamaño incorrecto;Crédito de la tienda
73368;13551;2;10/17/2019;Producto dañado o defectuoso;Crédito de la tienda
49436;3684;1;10/18/2019;Producto dañado o defectuoso;Intercambio por variante
53700;6799;4;10/18/2019;Producto dañado o defectuoso;Reembolso
17140;7259;9;10/19/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
65556;10904;5;10/19/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
11441;10534;1;10/20/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
14296;14036;6;10/20/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
19056;13055;2;10/20/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
43404;2135;4;10/20/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
61759;13228;9;10/20/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
11586;7763;6;10/21/2019;Producto o tamaño incorrecto;Reembolso
33513;10913;5;10/22/2019;Producto dañado o defectuoso;Reembolso
36801;8825;1;10/22/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
64887;6572;1;10/22/2019;Producto dañado o defectuoso;Crédito de la tienda
2848;1611;2;10/23/2019;Producto dañado o defectuoso;Crédito de la tienda
22231;13748;4;10/23/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
23773;5420;1;10/23/2019;Producto o tamaño incorrecto;Intercambio por variante
88711;4521;8;10/23/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
6032;13795;1;10/25/2019;Producto o tamaño incorrecto;Crédito de la tienda
59485;6411;1;10/25/2019;Producto dañado o defectuoso;Intercambio por variante
62239;13012;2;10/25/2019;Producto dañado o defectuoso;Reembolso
9710;12901;3;10/26/2019;Producto dañado o defectuoso;Intercambio por variante
42411;3806;5;10/26/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
53687;8164;2;10/26/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
43404;256;1;10/27/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
50385;9865;2;10/27/2019;Producto o tamaño incorrecto;Crédito de la tienda
98935;8927;2;10/27/2019;Producto o tamaño incorrecto;Crédito de la tienda
92603;11632;8;10/28/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
36796;13785;1;10/29/2019;Producto o tamaño incorrecto;Crédito de la tienda
57238;5425;2;10/29/2019;Producto o tamaño incorrecto;Crédito de la tienda
98591;4358;1;10/29/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
13270;14052;7;10/30/2019;Producto dañado o defectuoso;Reembolso
88786;12595;1;10/30/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
29310;432;1;10/31/2019;Producto o tamaño incorrecto;Crédito de la tienda
38071;13897;3;10/31/2019;Producto o tamaño incorrecto;Intercambio por variante
8031;1208;1;11/1/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
35079;12649;6;11/1/2019;Producto dañado o defectuoso;Crédito de la tienda
75469;2087;7;11/1/2019;Cambio de idea o insatisfacción personal;Reembolso
88555;11486;5;11/1/2019;Producto dañado o defectuoso;Reembolso
16080;4831;2;11/2/2019;Producto dañado o defectuoso;Reembolso
53770;7028;4;11/2/2019;Producto o tamaño incorrecto;Crédito de la tienda
15978;1799;1;11/4/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
90877;12338;2;11/4/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
94337;9016;11;11/4/2019;Producto dañado o defectuoso;Reembolso
92325;1738;1;11/5/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
31335;1571;7;11/6/2019;Producto o tamaño incorrecto;Intercambio por variante
91888;9510;8;11/6/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
88637;4377;1;11/7/2019;Cambio de idea o insatisfacción personal;Reembolso
1764;8494;4;11/8/2019;Cambio de idea o insatisfacción personal;Reembolso
49848;9336;1;11/8/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
82136;8778;2;11/8/2019;Producto dañado o defectuoso;Crédito de la tienda
80364;10589;1;11/9/2019;Producto dañado o defectuoso;Crédito de la tienda
85141;14191;1;11/9/2019;Producto o tamaño incorrecto;Reembolso
4381;13211;1;11/10/2019;Producto o tamaño incorrecto;Crédito de la tienda
4727;7143;2;11/10/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
29215;873;3;11/10/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
45010;11801;1;11/10/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
98935;4585;2;11/11/2019;Producto dañado o defectuoso;Intercambio por variante
12715;10729;1;11/12/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
2381;8890;7;11/13/2019;Producto dañado o defectuoso;Intercambio por variante
80935;833;1;11/13/2019;Producto dañado o defectuoso;Crédito de la tienda
16419;3732;2;11/14/2019;Producto dañado o defectuoso;Reembolso
32865;12310;6;11/15/2019;Producto dañado o defectuoso;Intercambio por variante
41909;11448;1;11/15/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
50468;6476;1;11/15/2019;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
60707;564;4;11/15/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
90687;14443;10;11/15/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
30173;6595;7;11/16/2019;Cambio de idea o insatisfacción personal;Reembolso
31742;5304;2;11/16/2019;Producto dañado o defectuoso;Intercambio por variante
92196;1544;2;11/16/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
25719;12148;2;11/17/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
30173;8507;2;11/17/2019;Producto o tamaño incorrecto;Crédito de la tienda
43022;13545;3;11/17/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
50468;11669;3;11/18/2019;Producto dañado o defectuoso;Intercambio por variante
82136;1726;1;11/18/2019;Producto o tamaño incorrecto;Intercambio por variante
90877;7107;5;11/18/2019;Cambio de idea o insatisfacción personal;Reembolso
91048;3408;5;11/18/2019;Cambio de idea o insatisfacción personal;Intercambio por variante
92471;9585;3;11/18/2019;Producto dañado o defectuoso;Intercambio por nuevos productos
15685;6613;7;11/19/2019;Producto dañado o defectuoso;Crédito de la tienda
46034;8738;4;11/19/2019;Producto dañado o defectuoso;Intercambio por variante
70780;6681;2;11/19/2019;Producto o tamaño incorrecto;Crédito de la tienda
70899;2004;9;11/19/2019;Producto o tamaño incorrecto;Intercambio por nuevos productos
15685;2553;1;11/20/2019;Producto o tamaño incorrecto;Intercambio por variante
94337;10602;7;11/20/2019;Cambio de idea o insatisfacción personal;Reembolso
32732;3209;1;11/21/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
44093;4993;2;11/21/2019;Producto dañado o defectuoso;Crédito de la tienda
51511;14124;4;11/21/2019;Producto dañado o defectuoso;Intercambio por variante
70379;8395;8;11/21/2019;Cambio de idea o insatisfacción personal;Crédito de la tienda
